"DESHOTEL","DESSEGMENTO","FECESTADIAHUESPED","FECCORTE","FLAG_STG","ROOM_REVENUE","ROOM_NIGHT"
"Paracas","LEISURE",18/05/19,21/11/18,"1",1705.89,10
"Paracas","LEISURE",30/12/18,21/11/18,"1",3286.66,7
"Paracas","GROUP CORPORATE",29/11/18,21/11/18,"1",53350,104
"Paracas","RETAIL",24/04/19,21/11/18,"1",385.18,2
"Paracas","RETAIL",21/12/18,21/11/18,"1",5829.15,24
"Paracas","RETAIL",17/04/19,21/11/18,"1",1569,4
"Paracas","SPG",26/06/19,21/11/18,"1",0,0
"Paracas","RETAIL",16/01/19,21/11/18,"1",6062.14,18
"Paracas","RETAIL",27/11/18,21/11/18,"1",2233.01,10
"Paracas","LEISURE",08/06/19,21/11/18,"1",179,1
"Paracas","LEISURE",23/11/18,21/11/18,"1",155,1
"Paracas","GROUP CORPORATE",13/01/19,21/11/18,"1",1371,9
"Paracas","GROUP CORPORATE",15/01/19,21/11/18,"1",4233,17
"Paracas","RETAIL",26/12/18,21/11/18,"1",13273.9,53
"Paracas","OTHER",23/11/18,21/11/18,"1",0,1
"Paracas","CORPORATE",07/12/18,21/11/18,"1",1122.88,7
"Paracas","GROUP CORPORATE",14/01/19,21/11/18,"1",5922,28
"Paracas","RETAIL",01/02/19,21/11/18,"1",1782,6
"Paracas","SPG",28/01/19,21/11/18,"1",0,0
"Paracas","SPG",23/01/19,21/11/18,"1",243,2
"Paracas","RETAIL",23/11/18,21/11/18,"1",6075.45,22
"Paracas","RETAIL",07/12/18,21/11/18,"1",7750.7,35
"Paracas","RETAIL",24/02/19,21/11/18,"1",1000.3,3
"Paracas","RETAIL",06/03/19,21/11/18,"1",1499,5
"Paracas","GROUP LEISURE",22/11/18,21/11/18,"1",8340,36
"Paracas","RETAIL",30/03/19,21/11/18,"1",364,1
"Paracas","RETAIL",20/12/18,21/11/18,"1",3984.39,23
"Paracas","RETAIL",03/12/18,21/11/18,"1",1854.83,11
"Paracas","SPG",21/12/18,21/11/18,"1",121.75,1
"Paracas","CORPORATE",14/12/18,21/11/18,"1",291.72,3
"Paracas","CORPORATE",06/12/18,21/11/18,"1",647.16,4
"Paracas","LEISURE",23/03/19,21/11/18,"1",276,1
"Paracas","RETAIL",24/05/19,21/11/18,"1",698.17,3
"Paracas","LEISURE",07/10/19,21/11/18,"1",163,1
"Paracas","LEISURE",03/03/19,21/11/18,"1",203,1
"Paracas","LEISURE",23/12/18,21/11/18,"1",2676,14
"Paracas","RETAIL",24/01/19,21/11/18,"1",2417.94,12
"Paracas","RETAIL",13/02/19,21/11/18,"1",1375,5
"Paracas","RETAIL",16/02/19,21/11/18,"1",2023.83,8
"Paracas","LEISURE",28/11/18,21/11/18,"1",0,0
"Paracas","LEISURE",10/07/19,21/11/18,"1",279,1
"Paracas","LEISURE",11/05/19,21/11/18,"1",866,3
"Paracas","SPG",30/12/18,21/11/18,"1",0,0
"Paracas","CORPORATE",03/12/18,21/11/18,"1",13.72,1
"Paracas","CORPORATE",05/12/18,21/11/18,"1",556.2,3
"Paracas","SPG",11/12/18,21/11/18,"1",311,2
"Paracas","LEISURE",07/12/18,21/11/18,"1",1250,7
"Paracas","LEISURE",02/12/18,21/11/18,"1",179,1
"Paracas","GROUP LEISURE",11/10/19,21/11/18,"1",2208.44,15
"Paracas","LEISURE",06/06/19,21/11/18,"1",1422.97,8
"Paracas","RETAIL",19/02/19,21/11/18,"1",1699.93,7
"Paracas","LEISURE",20/12/18,21/11/18,"1",1128,7
"Paracas","GROUP CORPORATE",25/11/18,21/11/18,"1",2772,18
"Paracas","GROUP CORPORATE",26/11/18,21/11/18,"1",4456,29
"Paracas","LEISURE",05/05/19,21/11/18,"1",447,2
"Paracas","RETAIL",17/03/19,21/11/18,"1",0,0
"Paracas","RETAIL",27/04/19,21/11/18,"1",210.64,1
"Paracas","SPG",13/02/19,21/11/18,"1",103,1
"Paracas","CORPORATE",22/12/18,21/11/18,"1",0,0
"Paracas","CORPORATE",19/12/18,21/11/18,"1",744,6
"Paracas","RETAIL",01/05/19,21/11/18,"1",299,2
"Paracas","LEISURE",22/06/19,21/11/18,"1",163,1
"Paracas","LEISURE",22/02/19,21/11/18,"1",173,1
"Paracas","OTHER",16/12/18,21/11/18,"1",0,2
"Paracas","RETAIL",09/09/19,21/11/18,"1",2190,10
"Paracas","RETAIL",10/09/19,21/11/18,"1",2190,10
"Paracas","LEISURE",12/04/19,21/11/18,"1",173,1
"Paracas","SPG",02/01/19,21/11/18,"1",213,2
"Paracas","LEISURE",16/05/19,21/11/18,"1",691,3
"Paracas","SPG",07/03/19,21/11/18,"1",103,1
"Paracas","SPG",20/07/19,21/11/18,"1",206,2
"Paracas","LEISURE",14/06/19,21/11/18,"1",232.65,1
"Paracas","LEISURE",27/03/19,21/11/18,"1",1966,9
"Paracas","LEISURE",28/03/19,21/11/18,"1",0,0
"Paracas","RETAIL",26/05/19,21/11/18,"1",229,1
"Paracas","LEISURE",13/02/19,21/11/18,"1",0,0
"Paracas","SPG",18/03/19,21/11/18,"1",103,1
"Paracas","SPG",30/06/19,21/11/18,"1",0,0
"Paracas","GROUP LEISURE",14/06/19,21/11/18,"1",2120.52,15
"Paracas","GROUP CORPORATE",06/04/19,21/11/18,"1",0,119
"Paracas","SPG",23/12/18,21/11/18,"1",561.75,5
"Paracas","OTHER",02/03/19,21/11/18,"1",0,1
"Paracas","RETAIL",30/06/19,21/11/18,"1",0,0
"Paracas","LEISURE",25/08/19,21/11/18,"1",1025,5
"Paracas","LEISURE",26/08/19,21/11/18,"1",699,3
"Paracas","LEISURE",29/03/19,21/11/18,"1",163,1
"Paracas","LEISURE",12/10/19,21/11/18,"1",895,5
"Paracas","LEISURE",26/06/19,21/11/18,"1",2194.28,11
"Paracas","GROUP CORPORATE",02/05/19,21/11/18,"1",0,0
"Paracas","LEISURE",05/11/19,21/11/18,"1",1966.8,11
"Paracas","GROUP LEISURE",08/11/19,21/11/18,"1",2266.07,14
"Paracas","GROUP LEISURE",29/05/20,21/11/18,"1",1623.8,9
"Paracas","LEISURE",17/03/19,21/11/18,"1",1257.01,7
"Paracas","GROUP LEISURE",21/08/19,21/11/18,"1",2378.2,11
"Paracas","GROUP LEISURE",04/06/19,21/11/18,"1",807.93,5
"Paracas","RETAIL",05/07/19,21/11/18,"1",0,0
"Paracas","RETAIL",19/05/19,21/11/18,"1",259,1
"Paracas","GROUP CORPORATE",04/12/18,21/11/18,"1",0,0
"Paracas","LEISURE",15/03/19,21/11/18,"1",1969.01,10
"Paracas","RETAIL",13/03/19,21/11/18,"1",203.75,1
"Paracas","LEISURE",03/07/19,21/11/18,"1",2064.37,12
"Paracas","LEISURE",26/10/19,21/11/18,"1",233,1
"Paracas","CORPORATE",10/12/18,21/11/18,"1",167.72,1
"Paracas","GROUP LEISURE",07/12/18,21/11/18,"1",275.59,2
"Paracas","GROUP LEISURE",21/12/18,21/11/18,"1",0,0
"Paracas","LEISURE",09/01/19,21/11/18,"1",0,0
"Paracas","OTHER",17/12/18,21/11/18,"1",0,0
"Paracas","GROUP CORPORATE",04/08/19,21/11/18,"1",0,120
"Paracas","GROUP LEISURE",01/10/19,21/11/18,"1",1127.06,7
"Paracas","GROUP LEISURE",18/03/19,21/11/18,"1",1911.33,11
"Paracas","GROUP LEISURE",19/04/19,21/11/18,"1",1329.24,9
"Paracas","GROUP LEISURE",21/02/19,21/11/18,"1",283.3,2
"Paracas","GROUP LEISURE",03/05/19,21/11/18,"1",2120.52,15
"Paracas","GROUP LEISURE",17/10/19,21/11/18,"1",761.96,6
"Paracas","GROUP LEISURE",07/11/19,21/11/18,"1",761.96,6
"Paracas","GROUP LEISURE",24/03/19,21/11/18,"1",893.84,6
"Paracas","CORPORATE",12/12/18,21/11/18,"1",0,0
"Paracas","SPG",02/12/18,21/11/18,"1",0,0
"Paracas","GROUP LEISURE",24/04/19,21/11/18,"1",3329.87,19
"Paracas","GROUP LEISURE",23/03/20,21/11/18,"1",1623.8,9
"Paracas","GROUP LEISURE",03/07/20,21/11/18,"1",1623.8,9
"Paracas","GROUP LEISURE",28/08/20,21/11/18,"1",1623.8,9
"Paracas","GROUP LEISURE",13/08/19,21/11/18,"1",1268.9,8
"Paracas","GROUP LEISURE",14/08/19,21/11/18,"1",1268.9,8
"Paracas","GROUP CORPORATE",06/12/19,21/11/18,"1",6660.7,30
"Paracas","GROUP LEISURE",16/10/19,21/11/18,"1",2378.2,11
"Paracas","LEISURE",17/07/19,21/11/18,"1",493,2
"Paracas","OTHER",28/12/18,21/11/18,"1",0,1
"Cusco","GROUP LEISURE",20/02/20,21/11/18,"1",874.3,5
"Cusco","GROUP LEISURE",21/02/20,21/11/18,"1",874.3,5
"Cusco","GROUP LEISURE",04/03/20,21/11/18,"1",1834.9,14
"Cusco","OTHER",26/03/19,21/11/18,"1",0,11
"Cusco","OTHER",02/04/19,21/11/18,"1",0,11
"Cusco","GROUP LEISURE",28/01/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",18/05/20,21/11/18,"1",1921.2,18
"Cusco","RETAIL",16/04/19,21/11/18,"1",3316.64,12
"Cusco","RETAIL",19/12/18,21/11/18,"1",4994.78,31
"Cusco","LEISURE",28/12/18,21/11/18,"1",15318.99,43
"Cusco","LEISURE",01/01/19,21/11/18,"1",29736.69,84
"Cusco","LEISURE",26/12/18,21/11/18,"1",13011.67,47
"Cusco","GROUP LEISURE",01/12/18,21/11/18,"1",2911,20
"Cusco","LEISURE",23/11/18,21/11/18,"1",3780.2,22
"Cusco","LEISURE",01/02/19,21/11/18,"1",716,4
"Cusco","RETAIL",18/05/19,21/11/18,"1",1233.94,6
"Cusco","RETAIL",22/11/18,21/11/18,"1",15740.83,77
"Cusco","RETAIL",27/11/18,21/11/18,"1",7118.15,38
"Cusco","RETAIL",30/11/18,21/11/18,"1",2585.94,16
"Cusco","CORPORATE",29/12/18,21/11/18,"1",0,0
"Cusco","SPG",23/11/18,21/11/18,"1",390,4
"Cusco","GROUP LEISURE",23/12/18,21/11/18,"1",2049.34,21
"Cusco","GROUP LEISURE",18/05/19,21/11/18,"1",7264.28,66
"Cusco","GROUP LEISURE",19/05/19,21/11/18,"1",6512.49,52
"Cusco","GROUP LEISURE",02/06/19,21/11/18,"1",5591.11,41
"Cusco","GROUP LEISURE",15/06/19,21/11/18,"1",6094.46,55
"Cusco","GROUP LEISURE",05/07/19,21/11/18,"1",1672.6,16
"Cusco","GROUP LEISURE",03/07/19,21/11/18,"1",6750.31,48
"Cusco","GROUP LEISURE",08/07/19,21/11/18,"1",914.28,8
"Cusco","GROUP CORPORATE",08/04/19,21/11/18,"1",14304.27,63
"Cusco","GROUP LEISURE",01/02/19,21/11/18,"1",3640.04,24
"Cusco","GROUP LEISURE",10/10/19,21/11/18,"1",3656.63,33
"Cusco","GROUP LEISURE",07/11/19,21/11/18,"1",2848.22,25
"Cusco","GROUP LEISURE",18/02/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",31/05/20,21/11/18,"1",2274.1,20
"Cusco","GROUP LEISURE",07/06/20,21/11/18,"1",960.6,9
"Cusco","LEISURE",23/03/19,21/11/18,"1",138,1
"Cusco","LEISURE",24/03/19,21/11/18,"1",951,5
"Cusco","LEISURE",11/06/19,21/11/18,"1",1934,10
"Cusco","LEISURE",09/01/19,21/11/18,"1",2397,16
"Cusco","LEISURE",05/01/19,21/11/18,"1",3257,22
"Cusco","SPG",19/01/19,21/11/18,"1",435,5
"Cusco","RETAIL",16/12/18,21/11/18,"1",2084.81,14
"Cusco","OTHER",04/10/19,21/11/18,"1",0,0
"Cusco","GROUP LEISURE",03/08/19,21/11/18,"1",8175.8,63
"Cusco","GROUP LEISURE",23/10/19,21/11/18,"1",10546.2,62
"Cusco","GROUP LEISURE",05/04/20,21/11/18,"1",1505.39,12
"Cusco","GROUP LEISURE",13/04/20,21/11/18,"1",1505.39,12
"Cusco","GROUP LEISURE",16/05/19,21/11/18,"1",4420.92,39
"Cusco","GROUP LEISURE",17/05/19,21/11/18,"1",3407.47,30
"Cusco","GROUP LEISURE",05/12/19,21/11/18,"1",3794.86,28
"Cusco","GROUP LEISURE",23/06/19,21/11/18,"1",3883.84,35
"Cusco","LEISURE",08/10/19,21/11/18,"1",1076.31,6
"Cusco","GROUP LEISURE",02/08/20,21/11/18,"1",1505.39,12
"Cusco","RETAIL",08/01/19,21/11/18,"1",1713.93,11
"Cusco","RETAIL",02/05/19,21/11/18,"1",1914.31,6
"Cusco","CORPORATE",10/01/19,21/11/18,"1",0,0
"Cusco","CORPORATE",08/01/19,21/11/18,"1",168,1
"Cusco","RETAIL",28/12/18,21/11/18,"1",24075.99,52
"Cusco","RETAIL",30/03/19,21/11/18,"1",175.78,1
"Cusco","LEISURE",07/01/19,21/11/18,"1",2390,15
"Cusco","LEISURE",27/01/19,21/11/18,"1",2175.54,12
"Cusco","GROUP LEISURE",31/12/18,21/11/18,"1",1662.86,11
"Cusco","GROUP LEISURE",30/08/19,21/11/18,"1",5129.24,42
"Cusco","GROUP LEISURE",11/11/19,21/11/18,"1",1918.15,20
"Cusco","GROUP LEISURE",14/12/19,21/11/18,"1",873.12,8
"Cusco","GROUP LEISURE",25/04/19,21/11/18,"1",3611.79,33
"Cusco","LEISURE",01/11/19,21/11/18,"1",1885.47,11
"Cusco","LEISURE",26/11/19,21/11/18,"1",889.31,5
"Cusco","GROUP LEISURE",25/03/20,21/11/18,"1",3488.35,30
"Cusco","GROUP LEISURE",14/04/20,21/11/18,"1",960.6,9
"Cusco","LEISURE",08/06/19,21/11/18,"1",2131.67,12
"Cusco","RETAIL",26/07/19,21/11/18,"1",222.02,1
"Cusco","LEISURE",04/12/18,21/11/18,"1",4346.08,24
"Cusco","GROUP LEISURE",26/11/18,21/11/18,"1",1041,8
"Cusco","GROUP LEISURE",01/12/19,21/11/18,"1",2420.61,20
"Cusco","GROUP LEISURE",06/05/19,21/11/18,"1",7664.2,55
"Cusco","GROUP LEISURE",22/02/19,21/11/18,"1",1978.71,17
"Cusco","LEISURE",24/03/20,21/11/18,"1",805.79,5
"Cusco","LEISURE",03/04/20,21/11/18,"1",904.05,5
"Cusco","LEISURE",25/12/18,21/11/18,"1",9108.48,37
"Cusco","SPG",10/03/19,21/11/18,"1",210,2
"Cusco","LEISURE",14/07/19,21/11/18,"1",220,1
"Cusco","GROUP LEISURE",16/03/19,21/11/18,"1",2567.14,19
"Cusco","GROUP LEISURE",21/02/19,21/11/18,"1",390.63,2
"Cusco","LEISURE",12/05/20,21/11/18,"1",889.31,5
"Cusco","LEISURE",04/11/19,21/11/18,"1",3247.59,18
"Cusco","GROUP LEISURE",13/05/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",20/05/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",15/11/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",27/03/20,21/11/18,"1",545,5
"Cusco","LEISURE",03/07/19,21/11/18,"1",1952,9
"Cusco","LEISURE",25/08/19,21/11/18,"1",3966.98,18
"Cusco","LEISURE",09/12/18,21/11/18,"1",2061,12
"Cusco","SPG",20/02/19,21/11/18,"1",105,1
"Cusco","OTHER",19/12/18,21/11/18,"1",1110,16
"Cusco","GROUP LEISURE",26/09/20,21/11/18,"1",308.81,2
"Cusco","GROUP LEISURE",19/01/21,21/11/18,"1",1828.72,18
"Cusco","GROUP LEISURE",09/06/20,21/11/18,"1",1436.6,13
"Cusco","GROUP LEISURE",10/06/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",16/06/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",20/06/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",18/09/20,21/11/18,"1",872,8
"Cusco","LEISURE",14/06/19,21/11/18,"1",1531.28,12
"Cusco","OTHER",04/12/18,21/11/18,"1",1110,24
"Cusco","OTHER",02/12/18,21/11/18,"1",1110,21
"Cusco","RETAIL",24/06/19,21/11/18,"1",455.4,1
"Cusco","RETAIL",31/08/19,21/11/18,"1",303.05,1
"Cusco","RETAIL",15/01/19,21/11/18,"1",1197.18,7
"Cusco","RETAIL",13/04/19,21/11/18,"1",1195.58,3
"Cusco","GROUP LEISURE",03/04/19,21/11/18,"1",2177.61,18
"Cusco","LEISURE",27/04/19,21/11/18,"1",4834.56,33
"Cusco","GROUP LEISURE",07/07/20,21/11/18,"1",1436.6,13
"Cusco","GROUP LEISURE",08/07/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",10/10/20,21/11/18,"1",887.24,5
"Cusco","LEISURE",18/05/19,21/11/18,"1",7421.44,39
"Cusco","GROUP LEISURE",14/12/18,21/11/18,"1",230,2
"Cusco","SPG",25/04/19,21/11/18,"1",210,2
"Cusco","GROUP LEISURE",24/03/19,21/11/18,"1",1619.14,14
"Cusco","LEISURE",22/11/20,21/11/18,"1",0,18
"Cusco","GROUP LEISURE",06/03/20,21/11/18,"1",1584.8,11
"Cusco","LEISURE",20/07/19,21/11/18,"1",301.91,5
"Cusco","LEISURE",21/07/19,21/11/18,"1",301.91,5
"Cusco","LEISURE",21/09/19,21/11/18,"1",475.53,5
"Cusco","LEISURE",25/07/19,21/11/18,"1",1738,9
"Cusco","OTHER",28/03/19,21/11/18,"1",0,0
"Cusco","RETAIL",16/03/19,21/11/18,"1",826.7,5
"Cusco","RETAIL",17/03/19,21/11/18,"1",1194.7,7
"Cusco","SPG",29/04/19,21/11/18,"1",315,3
"Cusco","RETAIL",05/05/19,21/11/18,"1",992.51,4
"Cusco","GROUP LEISURE",05/08/20,21/11/18,"1",1801.24,17
"Cusco","GROUP LEISURE",19/08/20,21/11/18,"1",960.6,9
"Cusco","LEISURE",05/09/19,21/11/18,"1",108,1
"Cusco","RETAIL",02/03/19,21/11/18,"1",848.6,5
"Cusco","LEISURE",27/08/19,21/11/18,"1",2170.38,12
"Cusco","GROUP LEISURE",09/09/20,21/11/18,"1",960.6,9
"Cusco","SPG",26/06/19,21/11/18,"1",525,5
"Cusco","LEISURE",28/11/18,21/11/18,"1",1522,8
"Cusco","LEISURE",02/04/19,21/11/18,"1",1365,6
"Cusco","GROUP LEISURE",23/04/19,21/11/18,"1",2125.27,18
"Cusco","OTHER",23/12/18,21/11/18,"1",1060,16
"Cusco","LEISURE",11/04/19,21/11/18,"1",3827.1,17
"Cusco","SPG",09/12/18,21/11/18,"1",116.25,1
"Cusco","RETAIL",19/01/19,21/11/18,"1",961.38,6
"Cusco","RETAIL",20/01/19,21/11/18,"1",43.12,1
"Cusco","SPG",20/04/19,21/11/18,"1",245,2
"Cusco","LEISURE",30/08/19,21/11/18,"1",1440,6
"Cusco","LEISURE",31/08/19,21/11/18,"1",208,1
"Cusco","GROUP LEISURE",13/10/20,21/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",21/10/20,21/11/18,"1",1801.24,17
"Cusco","OTHER",28/12/18,21/11/18,"1",1110,15
"Cusco","OTHER",11/12/18,21/11/18,"1",1110,16
"Cusco","OTHER",15/12/18,21/11/18,"1",1110,22
"Cusco","LEISURE",19/05/19,21/11/18,"1",2850.8,15
"Cusco","LEISURE",21/06/19,21/11/18,"1",1030.84,6
"Cusco","RETAIL",18/09/19,21/11/18,"1",998,2
"Cusco","RETAIL",11/07/19,21/11/18,"1",2444.33,8
"Cusco","LEISURE",08/07/19,21/11/18,"1",862,4
"Cusco","RETAIL",10/02/19,21/11/18,"1",347.68,2
"Cusco","CORPORATE",05/12/18,21/11/18,"1",288,2
"Cusco","OTHER",31/01/19,21/11/18,"1",0,11
"Cusco","RETAIL",07/04/19,21/11/18,"1",293.5,2
"Cusco","RETAIL",26/05/19,21/11/18,"1",821.6,3
"Cusco","LEISURE",15/04/20,21/11/18,"1",1293,7
"Cusco","LEISURE",19/04/20,21/11/18,"1",1323,7
"Cusco","SPG",17/05/19,21/11/18,"1",255,3
"Cusco","SPG",11/05/19,21/11/18,"1",810,7
"Cusco","RETAIL",31/05/19,21/11/18,"1",0,0
"Cusco","SPG",03/04/19,21/11/18,"1",390,4
"Cusco","SPG",03/01/19,21/11/18,"1",652.5,7
"Cusco","LEISURE",20/05/19,21/11/18,"1",1045.9,5
"Cusco","LEISURE",26/05/19,21/11/18,"1",3015,16
"Cusco","SPG",02/01/19,21/11/18,"1",768.75,8
"Cusco","RETAIL",03/04/19,21/11/18,"1",279.65,1
"Cusco","LEISURE",12/08/19,21/11/18,"1",536,2
"Cusco","SPG",05/06/19,21/11/18,"1",105,1
"Cusco","LEISURE",28/02/19,21/11/18,"1",1258,8
"Cusco","RETAIL",28/04/19,21/11/18,"1",623.75,2
"Cusco","LEISURE",02/09/19,21/11/18,"1",1042,5
"Cusco","SPG",13/06/19,21/11/18,"1",0,0
"Cusco","SPG",27/07/19,21/11/18,"1",105,1
"Cusco","LEISURE",28/07/19,21/11/18,"1",698.12,3
"Cusco","SPG",27/03/19,21/11/18,"1",140,1
"Cusco","SPG",08/07/19,21/11/18,"1",315,3
"Cusco","LEISURE",25/01/19,21/11/18,"1",712,4
"Cusco","RETAIL",27/03/19,21/11/18,"1",1771.95,7
"Cusco","SPG",28/01/19,21/11/18,"1",210,2
"Cusco","SPG",17/07/19,21/11/18,"1",140,1
"Cusco","RETAIL",30/06/19,21/11/18,"1",596.19,2
"Cusco","LEISURE",08/01/20,21/11/18,"1",160,1
"Cusco","RETAIL",05/08/19,21/11/18,"1",1152,2
"Cusco","OTHER",09/02/19,21/11/18,"1",0,6
"Cusco","SPG",13/07/19,21/11/18,"1",105,1
"Cusco","LEISURE",07/08/19,21/11/18,"1",615,3
"Cusco","RETAIL",01/03/19,21/11/18,"1",1072.17,7
"Cusco","LEISURE",13/01/20,21/11/18,"1",228,1
"Cusco","LEISURE",14/01/20,21/11/18,"1",0,0
"Cusco","SPG",05/03/19,21/11/18,"1",105,1
"Cusco","CORPORATE",08/06/19,21/11/18,"1",0,0
"Cusco","LEISURE",15/10/19,21/11/18,"1",399,2
"Cusco","SPG",02/02/19,21/11/18,"1",105,1
"Cusco","LEISURE",29/12/19,21/11/18,"1",0,0
"Cusco","LEISURE",23/10/19,21/11/18,"1",0,0
"Cusco","SPG",17/06/19,21/11/18,"1",0,0
"Cusco","RETAIL",25/02/19,21/11/18,"1",688.32,4
"Cusco","RETAIL",20/06/19,21/11/18,"1",0,0
"Cusco","RETAIL",17/08/19,21/11/18,"1",312.55,1
"Cusco","SPG",30/11/18,21/11/18,"1",140,1
"Cusco","SPG",01/12/18,21/11/18,"1",245,2
"Cusco","SPG",30/06/19,21/11/18,"1",210,2
"Cusco","LEISURE",25/02/19,21/11/18,"1",283,2
"Cusco","SPG",04/12/18,21/11/18,"1",0,0
"Cusco","RETAIL",24/02/19,21/11/18,"1",320.32,2
"Cusco","LEISURE",22/03/20,21/11/18,"1",0,0
"Cusco","CORPORATE",17/06/19,21/11/18,"1",270,2
"Cusco","OTHER",27/02/19,21/11/18,"1",0,8
"Cusco","SPG",25/01/19,21/11/18,"1",105,1
"Cusco","SPG",26/01/19,21/11/18,"1",105,1
"Cusco","LEISURE",10/08/19,21/11/18,"1",197,1
"Cusco","SPG",08/05/19,21/11/18,"1",210,2
"Cusco","SPG",18/06/19,21/11/18,"1",140,1
"Tambo del Inka","SPG",22/11/18,22/11/18,"0",1158.01,8
"Tambo del Inka","RETAIL",27/11/18,22/11/18,"1",1827.92,8
"Tambo del Inka","LEISURE",03/05/19,22/11/18,"1",5353.9,21
"Tambo del Inka","LEISURE",01/12/18,22/11/18,"1",1046,9
"Tambo del Inka","GROUP LEISURE",19/05/19,22/11/18,"1",3424.76,20
"Tambo del Inka","GROUP LEISURE",20/05/19,22/11/18,"1",5580.6,32
"Tambo del Inka","GROUP LEISURE",09/12/19,22/11/18,"1",3786.53,20
"Tambo del Inka","GROUP LEISURE",05/10/19,22/11/18,"1",3735.45,18
"Tambo del Inka","GROUP LEISURE",23/07/19,22/11/18,"1",4366.23,25
"Tambo del Inka","GROUP LEISURE",20/08/19,22/11/18,"1",5032.02,30
"Tambo del Inka","GROUP LEISURE",27/08/19,22/11/18,"1",3129.87,17
"Tambo del Inka","GROUP LEISURE",20/11/19,22/11/18,"1",1387.86,7
"Tambo del Inka","RETAIL",04/01/19,22/11/18,"1",7761.96,27
"Tambo del Inka","LEISURE",24/12/18,22/11/18,"1",18178,59
"Tambo del Inka","LEISURE",23/12/18,22/11/18,"1",18347.2,64
"Tambo del Inka","OTHER",15/12/18,22/11/18,"1",0,5
"Tambo del Inka","LEISURE",31/12/18,22/11/18,"1",30165.01,50
"Tambo del Inka","LEISURE",03/01/19,22/11/18,"1",7012,32
"Tambo del Inka","OTHER",23/11/18,22/11/18,"1",0,15
"Tambo del Inka","SPG",29/11/18,22/11/18,"1",483.03,4
"Tambo del Inka","CORPORATE",24/11/18,22/11/18,"1",179,1
"Tambo del Inka","LEISURE",05/02/19,22/11/18,"1",2389.9,12
"Tambo del Inka","RETAIL",29/11/18,22/11/18,"1",917.72,4
"Tambo del Inka","SPG",24/04/19,22/11/18,"1",411,3
"Tambo del Inka","LEISURE",28/05/19,22/11/18,"1",6568.9,26
"Tambo del Inka","LEISURE",23/06/19,22/11/18,"1",2997,10
"Tambo del Inka","LEISURE",07/05/19,22/11/18,"1",1966.8,8
"Tambo del Inka","LEISURE",29/01/19,22/11/18,"1",218,1
"Tambo del Inka","SPG",23/11/18,22/11/18,"1",707.5,5
"Tambo del Inka","SPG",18/04/19,22/11/18,"1",825,6
"Tambo del Inka","SPG",13/04/19,22/11/18,"1",820.95,7
"Tambo del Inka","SPG",16/04/19,22/11/18,"1",1293.92,10
"Tambo del Inka","LEISURE",03/11/19,22/11/18,"1",416,2
"Tambo del Inka","CORPORATE",18/12/18,22/11/18,"1",560,3
"Tambo del Inka","CORPORATE",16/12/18,22/11/18,"1",338,2
"Tambo del Inka","RETAIL",13/08/19,22/11/18,"1",599.8,2
"Tambo del Inka","SPG",21/12/18,22/11/18,"1",1285.09,11
"Tambo del Inka","RETAIL",17/04/19,22/11/18,"1",5300.42,13
"Tambo del Inka","LEISURE",11/04/19,22/11/18,"1",288,1
"Tambo del Inka","SPG",17/01/19,22/11/18,"1",0,0
"Tambo del Inka","RETAIL",13/05/19,22/11/18,"1",2269,11
"Tambo del Inka","RETAIL",23/06/19,22/11/18,"1",3012.98,9
"Tambo del Inka","GROUP LEISURE",29/11/19,22/11/18,"1",2712.31,14
"Tambo del Inka","GROUP CORPORATE",29/11/19,22/11/18,"1",6226.3,30
"Tambo del Inka","GROUP LEISURE",07/01/20,22/11/18,"1",9285.66,48
"Tambo del Inka","GROUP LEISURE",11/11/19,22/11/18,"1",3729.72,20
"Tambo del Inka","GROUP LEISURE",08/02/20,22/11/18,"1",9522.54,49
"Tambo del Inka","GROUP LEISURE",06/02/20,22/11/18,"1",2433.52,15
"Tambo del Inka","SPG",27/02/19,22/11/18,"1",137,1
"Tambo del Inka","LEISURE",06/06/19,22/11/18,"1",469.9,2
"Tambo del Inka","RETAIL",20/02/19,22/11/18,"1",439,1
"Tambo del Inka","OTHER",13/01/19,22/11/18,"1",0,9
"Tambo del Inka","LEISURE",03/07/19,22/11/18,"1",2130.2,8
"Tambo del Inka","SPG",31/12/18,22/11/18,"1",1768.12,15
"Tambo del Inka","SPG",12/10/19,22/11/18,"1",137,1
"Tambo del Inka","LEISURE",08/07/19,22/11/18,"1",398,1
"Tambo del Inka","RETAIL",01/12/18,22/11/18,"1",2033.46,10
"Tambo del Inka","GROUP LEISURE",25/02/19,22/11/18,"1",1110,6
"Tambo del Inka","RETAIL",08/07/19,22/11/18,"1",994,4
"Tambo del Inka","GROUP LEISURE",06/03/20,22/11/18,"1",8545.66,44
